#{"t_start": 1735016675.688494, "env_id": "Walker2d-v5"}
r,l,t
5154.622026,1000,14261.242058
5171.195118,1000,14265.660522
5169.887323,1000,14270.044454
5186.213676,1000,14274.47086
5128.247899,1000,14278.855778
5162.678448,1000,14283.229632
5147.743185,1000,14287.64087
5105.168828,1000,14292.015216
5137.505188,1000,14296.393777
5181.100303,1000,14300.787199
5167.734028,1000,14305.133095
5145.695324,1000,14309.470952
5117.379427,1000,14313.779956
5159.578422,1000,14318.099746
5181.256371,1000,14322.379881
5207.438311,1000,14326.682632
5102.290238,1000,14330.990688
5231.287942,1000,14335.281035
5164.326643,1000,14339.542615
5127.648435,1000,14343.803171
5167.42108,1000,14348.110493
5142.622813,1000,14352.404639
5217.286106,1000,14356.679097
5140.670664,1000,14360.930643
5174.389575,1000,14365.229078
5173.700812,1000,14369.49512
5176.673034,1000,14373.81154
5152.276536,1000,14378.166923
5174.089389,1000,14382.503959
5198.848443,1000,14386.844299
5192.840649,1000,14391.191225
5119.853066,1000,14395.590044
5192.324742,1000,14399.973702
5200.745857,1000,14404.361913
5204.723435,1000,14408.736297
5156.46454,1000,14413.103591
5200.638778,1000,14417.520151
5140.710565,1000,14421.873854
5207.050903,1000,14426.232136
4972.922959,1000,14430.577471
5189.913761,1000,14434.942547
5212.273602,1000,14439.328283
5168.712857,1000,14443.655322
5154.564431,1000,14448.023577
5198.193124,1000,14452.442052
5136.823588,1000,14456.810082
5198.118609,1000,14461.167789
5159.439362,1000,14465.490418
5161.767465,1000,14469.875321
5184.216722,1000,14474.23229
5201.494313,1000,14478.595197
5156.190037,1000,14482.938456
5170.03659,1000,14487.297079
5199.805661,1000,14491.616548
5186.163215,1000,14495.960475
5134.114663,1000,14500.316497
5231.022924,1000,14504.72171
5153.385855,1000,14509.080274
5196.544222,1000,14513.414027
5194.513076,1000,14517.812832
5201.092956,1000,14522.219399
5189.16646,1000,14526.627878
5200.668389,1000,14531.078512
5169.71451,1000,14535.458028
5145.432701,1000,14539.863127
5176.784792,1000,14544.201367
5138.298222,1000,14548.658894
5174.993437,1000,14552.984272
5137.994505,1000,14557.325292
5224.170534,1000,14561.665679
5169.803233,1000,14565.988427
5251.762707,1000,14570.361634
5176.583564,1000,14574.703741
5186.004338,1000,14579.042053
5163.314187,1000,14583.372986
5206.911097,1000,14587.717765
5256.196519,1000,14592.161622
3504.587776,701,14595.205935
5196.964642,1000,14599.551548
5240.465462,1000,14603.876305
5202.132138,1000,14608.236216
5188.565518,1000,14612.628663
5257.321566,1000,14616.995066
5181.199362,1000,14621.376557
5168.143803,1000,14625.757525
5219.302193,1000,14630.138487
5234.557368,1000,14634.544903
5260.257342,1000,14638.914146
5216.439227,1000,14643.327688
5265.414002,1000,14647.680899
5216.384731,1000,14652.070458
707.050854,208,14652.976023
5226.360941,1000,14657.364919
5211.151289,1000,14661.751961
5236.435627,1000,14666.110828
5234.656346,1000,14670.482952
5239.532112,1000,14674.883155
5246.766637,1000,14679.271164
5171.039765,1000,14683.66174
5157.48801,1000,14688.024394
5169.341915,1000,14692.422774
5192.013976,1000,14696.77492
5186.34581,1000,14701.174941
5253.824096,1000,14705.528597
5176.983574,1000,14709.909671
5225.846716,1000,14714.297547
5162.118716,1000,14718.64019
5244.525026,1000,14723.026976
5203.91811,1000,14727.395813
5186.482425,1000,14731.75508
5194.987612,1000,14736.104915
5203.172365,1000,14740.449005
5221.707173,1000,14744.861923
5226.959038,1000,14749.242566
5206.065179,1000,14753.739265
5195.100652,1000,14758.108032
5246.43697,1000,14762.515294
5209.208279,1000,14766.896447
5273.503134,1000,14771.284672
5250.852624,1000,14775.684464
5242.130197,1000,14780.070711
5205.100094,1000,14784.45686
5251.690872,1000,14788.870959
5295.087972,1000,14793.268453
5204.632703,1000,14797.658345
5248.913727,1000,14802.02273
5252.329215,1000,14806.414907
5279.511027,1000,14810.805664
5305.630274,1000,14815.217161
5287.008821,1000,14819.578668
5280.058693,1000,14823.96943
553.265165,170,14824.713998
5282.584387,1000,14829.102629
5243.604785,1000,14833.513764
5281.221994,1000,14837.887264
3875.210038,763,14841.221494
5300.543787,1000,14845.638108
5270.326719,1000,14850.012607
5279.017003,1000,14860.13365
5280.788839,1000,14864.712049
5266.80384,1000,14869.349136
462.327113,152,14870.02237
5238.258795,1000,14874.532464
5295.740097,1000,14879.042873
5274.539383,1000,14883.506309
5218.16401,1000,14888.093891
5210.966541,1000,14892.530309
5235.928552,1000,14896.990859
5266.770654,1000,14901.462474
5288.079776,1000,14905.927763
5254.266233,1000,14910.366908
5206.831003,1000,14914.807976
5039.116734,1000,14919.384772
5257.136682,1000,14924.060167
5233.333667,1000,14928.511153
5204.856872,1000,14932.894888
5271.375362,1000,14937.326197
5261.933064,1000,14941.750678
5203.172835,1000,14946.181373
5306.418056,1000,14950.583594
5270.744963,1000,14954.988552
5283.678704,1000,14959.370793
5256.052849,1000,14963.728051
5210.049928,1000,14968.115004
5259.234403,1000,14972.513841
5269.496162,1000,14976.925428
5281.440718,1000,14981.297587
5242.630116,1000,14985.674686
5291.921775,1000,14990.104164
5108.615932,1000,14994.503264
5301.558808,1000,14998.907026
5254.166936,1000,15003.287128
5171.002826,1000,15007.718047
4830.528253,926,15011.780366
5234.170897,1000,15016.1883
5270.181543,1000,15020.596568
5173.723348,1000,15025.003751
5318.29863,1000,15029.404699
5194.467489,1000,15033.775914
5278.50477,1000,15038.197827
5262.335557,1000,15042.658521
5197.407848,1000,15047.228234
5171.811265,1000,15051.608853
5180.656534,1000,15056.002736
5262.757505,1000,15060.457345
2799.489735,578,15063.00127
5296.555913,1000,15067.385685
5171.828268,1000,15071.799558
5267.322943,1000,15076.221601
5259.750193,1000,15080.65001
5300.83878,1000,15085.031962
5307.593367,1000,15089.430043
5354.942772,1000,15093.827333
5333.753834,1000,15098.226734
5245.378786,1000,15102.623395
5123.024771,1000,15107.006197
5358.862682,1000,15111.426339
5293.875175,1000,15115.807899
5297.052216,1000,15120.204712
5299.003963,1000,15124.621301
5230.196465,1000,15129.073524
3940.52038,761,15132.419308
971.777537,239,15133.468341
5325.844891,1000,15137.838893
5117.021126,1000,15142.256902
5303.999828,1000,15146.653372
5268.344616,1000,15151.052916
5321.253955,1000,15155.436593
5282.406009,1000,15159.870566
5295.481807,1000,15164.25859
5278.355005,1000,15168.715647
5310.012577,1000,15173.131108
1949.816772,423,15175.013324
5287.388296,1000,15179.423594
3437.181974,696,15182.516858
5257.127304,1000,15186.945821
5256.313315,1000,15191.489525
5306.389351,1000,15195.917106
5223.167722,1000,15200.349935
5279.45127,1000,15204.763214
5235.320538,1000,15209.309224
5280.262633,1000,15213.890145
5200.058546,1000,15218.511954
5243.12866,1000,15223.126967
5163.92653,1000,15227.560695
5178.648077,1000,15231.983435
5307.175332,1000,15236.419802
5212.618119,1000,15240.861421
5220.453034,1000,15245.336795
5207.176252,1000,15249.779295
5311.865775,1000,15254.270486
5197.538077,1000,15258.748032
5200.482194,1000,15263.250369
5235.950077,1000,15267.714972
5227.716098,1000,15272.201898
5210.042859,1000,15276.668403
5275.944711,1000,15281.159925
5279.271772,1000,15285.638498
5184.305111,1000,15290.079198
5279.165356,1000,15294.525219
5238.884306,1000,15298.9595
5225.326623,1000,15303.4736
5199.425221,1000,15307.875915
5184.404562,1000,15312.295786
5263.806528,1000,15316.707468
5186.824047,1000,15321.078012
5206.272473,1000,15325.48274
5302.15689,1000,15329.833441
5323.854677,1000,15334.226789
5224.292753,1000,15338.572427
5320.268872,1000,15343.169051
5298.413285,1000,15347.600991
5274.181275,1000,15351.990972
5229.874402,1000,15356.390634
5264.760293,1000,15360.758729
5230.542557,1000,15365.163922
5226.843695,1000,15369.583822
5282.192304,1000,15374.028015
5276.66297,1000,15378.428585
5333.934817,1000,15382.828181
5246.787418,1000,15387.28871
5335.812513,1000,15391.781542
5289.213734,1000,15396.309008
5329.174788,1000,15400.726919
5334.295367,1000,15405.278411
5345.775203,1000,15409.810937
5282.619827,1000,15414.53652
5154.730816,1000,15419.037683
5312.106569,1000,15423.532344
5285.345933,1000,15428.106567
5304.496305,1000,15432.588964
5249.930263,1000,15437.105522
5276.951952,1000,15441.580122
5305.150122,1000,15446.06759
5264.657363,1000,15450.521656
5308.62159,1000,15455.020569
967.366862,265,15456.219458
5257.77822,1000,15460.777384
5240.511097,1000,15465.253494
5288.782232,1000,15469.688334
5242.713069,1000,15474.139059
5337.032052,1000,15478.572583
5354.893334,1000,15483.008853
5352.085013,1000,15487.460483
5312.919271,1000,15491.930687
5274.08598,1000,15496.338186
1157.950905,301,15497.663669
5333.012938,1000,15502.050824
5314.061816,1000,15506.478427
5320.197191,1000,15510.867884
5260.375809,1000,15515.246503
5232.844956,1000,15519.681822
5264.491877,1000,15524.110554
5255.29099,1000,15528.549333
5297.700689,1000,15532.947649
5293.544569,1000,15537.368032
5374.261004,1000,15541.810279
5352.020054,1000,15546.251559
5357.785162,1000,15550.691063
5309.17929,1000,15555.126142
5305.060045,1000,15559.601091
5327.279833,1000,15564.032506
5329.886756,1000,15568.505155
5287.769538,1000,15573.051036
5327.052761,1000,15577.59684
5250.546857,1000,15582.427112
5296.134243,1000,15587.389781
4833.906088,933,15591.790047
5283.683045,1000,15596.423031
5364.953532,1000,15601.019192
5316.501438,1000,15605.588492
5298.256912,1000,15610.343814
5328.899996,1000,15615.004982
5321.260652,1000,15619.521202
5310.521424,1000,15624.056135
5373.576276,1000,15628.826644
5377.550751,1000,15633.437452
5296.055045,1000,15638.16802
5385.18867,1000,15643.013947
5362.934758,1000,15648.01978
5312.181087,1000,15652.649451
5238.855696,1000,15657.132807
5286.655197,1000,15661.646897
5311.289025,1000,15666.271913
5324.164576,1000,15670.978147
5365.448284,1000,15675.445767
5270.751191,1000,15680.048335
5334.555092,1000,15684.766647
5323.834927,1000,15689.525626
5340.790461,1000,15694.067374
5262.993741,1000,15698.687144
5308.024201,1000,15703.20782
5235.307189,1000,15708.039912
975.272799,262,15709.306821
5269.142628,1000,15713.781444
5236.163594,1000,15718.379799
5287.711585,1000,15723.090936
5359.742649,1000,15727.945399
5301.561774,1000,15732.924503
5308.233898,1000,15737.569406
5202.151775,1000,15742.106223
5288.276037,1000,15746.624784
5322.585108,1000,15751.141759
5373.494441,1000,15755.734526
5254.107744,1000,15760.444536
5271.552842,1000,15765.023335
5373.996134,1000,15769.752317
5336.665447,1000,15774.372556
806.164167,222,15775.416383
5337.69864,1000,15780.085261
5334.89615,1000,15784.735589
5289.785914,1000,15789.320053
5337.184108,1000,15793.95266
5284.635164,1000,15798.516602
5421.213781,1000,15803.111154
5354.945743,1000,15807.56597
5460.729172,1000,15812.086071
5371.032557,1000,15816.543229
5390.050067,1000,15821.008918
4481.949739,905,15825.079475
5323.183931,1000,15829.56206
5349.000588,1000,15834.03088
5342.07545,1000,15838.47795
5396.95508,1000,15842.949277
5348.721196,1000,15847.439281
5322.9706,1000,15851.908182
5325.43091,1000,15856.354902
5324.874112,1000,15860.796549
1127.367834,282,15862.088855
5444.372238,1000,15866.548646
5436.719288,1000,15871.029853
5423.033157,1000,15875.502304
5414.314376,1000,15879.984537
5211.187028,1000,15884.465577
5387.824191,1000,15888.940697
5450.560817,1000,15893.443202
5397.544162,1000,15897.958994
5389.870043,1000,15902.425268
5402.850633,1000,15906.894522
5405.138141,1000,15911.345677
5331.817855,1000,15915.862067
3875.280555,765,15919.283204
5380.269801,1000,15923.79899
5357.630151,1000,15928.305793
5334.6133,1000,15932.786966
5424.965305,1000,15937.326994
5376.020716,1000,15941.789336
5392.377899,1000,15946.272877
5410.078514,1000,15950.759378
5424.544358,1000,15955.260561
5349.024451,1000,15959.736433
5417.652383,1000,15964.226115
5452.258354,1000,15968.706452
5331.71995,1000,15973.161078
5487.692311,1000,15977.636728
5408.402425,1000,15982.104501
5494.945375,1000,15986.604785
5461.216399,1000,15991.117155
5503.444443,1000,15995.58388
4520.71243,843,15999.329721
5314.998123,1000,16003.80866
5371.463005,1000,16008.294503
5390.755531,1000,16012.738951
5381.685379,1000,16017.279866
5408.104419,1000,16021.776892
5358.610207,1000,16026.263203
5414.560103,1000,16030.728624
5434.838483,1000,16035.215799
5443.250305,1000,16039.727752
5444.248148,1000,16044.313253
5409.628956,1000,16048.878631
5421.208471,1000,16053.430516
5441.183415,1000,16057.99644
5428.994052,1000,16062.491178
5449.805299,1000,16066.981615
5462.619624,1000,16071.431436
5374.777039,1000,16076.297588
5444.013892,1000,16080.799936
5377.801801,1000,16085.275356
5456.95025,1000,16089.744148
5331.079432,1000,16094.231773
5451.953335,1000,16098.708796
5435.937234,1000,16103.181193
5390.095152,1000,16107.718673
4511.271957,1000,16112.194817
5394.378092,1000,16116.691101
5489.532418,1000,16121.125763
5099.905768,1000,16125.632874
5415.248151,1000,16130.132421
5454.296692,1000,16134.634906
5488.057057,1000,16139.361421
5477.23044,1000,16144.292966
5428.104607,1000,16148.854155
5434.732205,1000,16153.34869
5527.684659,1000,16158.773945
5442.772056,1000,16163.573509
5310.954083,1000,16168.431316
5401.371992,1000,16173.064914
5487.602131,1000,16178.396217
5419.217169,1000,16183.01309
5500.808579,1000,16187.704431
5488.750408,1000,16192.360222
5502.692376,1000,16196.920818
5466.01381,1000,16201.702028
1224.626544,287,16203.0412
5406.147727,1000,16207.843372
5478.023568,1000,16212.773999
5484.939956,1000,16217.349865
5515.773889,1000,16221.935884
5463.6697,1000,16226.555887
5485.70733,1000,16231.840488
5452.939575,1000,16236.415957
3727.721076,719,16239.851665
5464.949777,1000,16244.447149
5472.840421,1000,16249.253811
5427.503832,1000,16253.949617
5483.839874,1000,16258.855725
5503.619924,1000,16263.832927
5483.26077,1000,16268.703239
5452.359084,1000,16273.319972
5476.475254,1000,16277.926537
5466.635186,1000,16282.65653
5503.217162,1000,16287.211881
5484.372066,1000,16291.793825
5442.582998,1000,16296.3207
5476.862466,1000,16300.807471
5440.031463,1000,16305.287654
5501.47439,1000,16309.792221
5509.469641,1000,16314.495566
5487.009282,1000,16318.915068
5445.105802,1000,16323.376754
5423.340577,1000,16327.830952
5453.397782,1000,16332.306953
5388.235024,1000,16336.748741
5339.310743,1000,16341.190507
5477.775686,1000,16345.684751
5440.919047,1000,16350.249543
5450.440204,1000,16354.860685
5544.34187,1000,16359.30743
5425.521667,1000,16363.772755
5515.762356,1000,16368.247254
5514.671088,1000,16372.744491
5542.971532,1000,16377.255023
5519.605996,1000,16381.969655
5421.141752,1000,16386.570935
5520.579084,1000,16391.348804
5456.716875,1000,16395.971967
5545.153329,1000,16400.634564
5494.739581,1000,16405.223257
5517.016307,1000,16410.260947
5526.281709,1000,16415.287849
5478.808991,1000,16419.90567
5479.267911,1000,16424.735656
5524.66555,1000,16429.534306
5516.055894,1000,16434.465941
5574.29651,1000,16439.731645
5499.55474,1000,16444.716494
5571.090739,1000,16450.061764
5502.318281,1000,16455.554893
5557.480252,1000,16460.784279
5469.745055,1000,16465.774
5515.727994,1000,16470.638639
5557.649761,1000,16475.610522
5510.009892,1000,16480.38276
5563.719882,1000,16485.312376
5489.820485,1000,16489.922933
5564.627287,1000,16494.532944
5549.740507,1000,16499.205979
5590.951478,1000,16503.960153
5529.039219,1000,16508.53159
5554.39991,1000,16514.15288
5563.076441,1000,16519.189116
5619.887886,1000,16523.976254
5556.990278,1000,16528.72344
5542.713652,1000,16533.381465
5490.426696,1000,16538.004299
5448.973335,1000,16542.585493
5597.057495,1000,16547.360558
5419.151264,1000,16551.835295
5523.405846,1000,16556.341092
5579.760167,1000,16560.825614
5559.420617,1000,16565.343546
5553.89596,1000,16570.049101
5611.00285,1000,16574.692506
5548.630764,1000,16579.175485
5567.918326,1000,16583.622892
5528.217108,1000,16588.128668
5530.092757,1000,16592.616664
5596.4841,1000,16597.177357
5605.039532,1000,16601.637297
5543.464666,1000,16606.133882
5530.603218,1000,16610.653296
5524.819452,1000,16615.15057
5570.820463,1000,16619.649198
5575.197952,1000,16624.113781
5571.974284,1000,16628.59677
5586.115378,1000,16633.124568
5592.083207,1000,16637.637743
5521.503579,1000,16642.119998
5524.82158,1000,16646.612301
5589.522414,1000,16651.12083
5505.986567,1000,16655.624358
5506.119886,1000,16660.145205
5599.384087,1000,16664.636694
5598.478248,1000,16669.178135
5550.54188,1000,16673.674202
5574.078139,1000,16678.226072
5575.626751,1000,16682.752831
5604.851609,1000,16687.350745
5600.233697,1000,16691.952134
5605.200092,1000,16696.504923
5551.312856,1000,16701.093153
5575.550968,1000,16705.635249
5591.604291,1000,16710.190552
5600.012025,1000,16714.709228
5563.154359,1000,16719.278786
5604.825866,1000,16723.844131
5507.622972,1000,16728.420556
5601.528198,1000,16732.959451
5591.447188,1000,16737.516386
5604.229802,1000,16742.213873
5582.048398,1000,16746.845543
5546.996319,1000,16751.480642
5612.870452,1000,16756.052629
5556.347702,1000,16760.664507
103.500657,63,16760.950942
5437.634014,1000,16765.694467
5537.344352,1000,16770.396031
5546.056621,1000,16775.207852
5630.568464,1000,16779.836638
5628.774376,1000,16784.42865
5594.800127,1000,16789.027264
5604.94534,1000,16793.637497
265.024099,120,16794.184865
5597.452893,1000,16798.785605
3443.850459,655,16801.898478
5570.495112,1000,16806.544846
5614.417653,1000,16811.116839
5583.115526,1000,16815.652489
5635.256599,1000,16820.224847
5586.115178,1000,16824.819773
5593.562687,1000,16829.466421
5645.528865,1000,16834.103266
5555.62546,1000,16838.78562
5565.390579,1000,16843.591731
5586.492331,1000,16848.098749
5608.370595,1000,16852.625993
5617.083004,1000,16857.159572
5613.128541,1000,16861.724913
5626.05543,1000,16866.35686
5655.051071,1000,16871.382094
5501.02813,1000,16876.120657
5560.050155,1000,16880.878772
5559.975008,1000,16885.554174
5583.927934,1000,16890.214981
5603.425971,1000,16894.830831
5626.397978,1000,16899.665516
5615.179701,1000,16905.301784
5587.988308,1000,16909.999908
353.817791,127,16910.621967
5542.585889,1000,16915.35671
5618.075216,1000,16919.930834
3271.101959,711,16923.240469
5595.098463,1000,16928.099121
5476.382902,1000,16933.292039
5639.188637,1000,16938.232315
5557.165204,1000,16942.939977
305.625571,123,16943.50542
5565.641406,1000,16948.226695
5414.607517,1000,16952.930176
5602.661494,1000,16957.545088
5576.443062,1000,16962.137933
5606.537283,1000,16967.121155
5564.231584,1000,16971.712907
5571.635413,1000,16976.271632
5346.048884,1000,16981.223023
5551.035878,1000,16986.072788
5682.181037,1000,16991.035641
5653.222739,1000,16995.732057
5675.295665,1000,17000.318127
5564.339935,1000,17005.087419
5625.29824,1000,17010.075789
5523.697741,1000,17015.123292
5654.226772,1000,17020.193295
5627.781138,1000,17025.084693
5675.709093,1000,17029.86428
5627.246097,1000,17034.494465
1695.813087,373,17036.189378
5662.818579,1000,17040.744042
5617.429145,1000,17045.452498
5622.66225,1000,17050.027434
5679.129799,1000,17054.792825
5669.84501,1000,17059.384973
5535.484322,1000,17063.932599
5632.105351,1000,17068.466576
5636.028511,1000,17073.0068
5623.922159,1000,17077.639312
5631.388831,1000,17082.411579
5490.931104,1000,17087.248477
5522.916476,1000,17091.953418
5636.256497,1000,17096.698739
5559.178158,1000,17101.471115
5609.097195,1000,17106.244609
5557.306999,1000,17111.077619
5576.247633,1000,17115.727815
5602.39828,1000,17120.316004
5609.819895,1000,17124.881986
5571.260371,1000,17129.410789
5538.01298,1000,17133.954919
5591.538873,1000,17138.495461
5597.53746,1000,17143.00924
5631.781971,1000,17147.721401
5553.656987,1000,17152.246336
464.938276,152,17152.932278
2336.966868,506,17155.244817
5637.16436,1000,17159.766982
5621.938792,1000,17164.30531
5612.123661,1000,17168.845782
5604.013118,1000,17173.359639
5607.617792,1000,17177.892381
5615.475891,1000,17182.424883
5612.923075,1000,17186.95059
5624.386541,1000,17191.469755
5683.169064,1000,17196.041607
5646.713369,1000,17200.72664
5425.047316,1000,17205.234665
5591.912513,1000,17209.762164
5608.294882,1000,17214.281456
5636.114254,1000,17218.909609
5561.539731,1000,17223.4621
5450.071117,1000,17228.083305
5694.101243,1000,17232.646942
5692.954998,1000,17237.254787
5690.779975,1000,17241.835279
5616.358321,1000,17246.422737
5640.77541,1000,17251.013585
5581.278412,1000,17255.606488
5614.117061,1000,17260.204756
5652.728735,1000,17264.811471
5688.941735,1000,17269.400611
5679.903227,1000,17273.982752
5682.053287,1000,17278.556907
5618.308683,1000,17283.140149
5655.089198,1000,17287.717542
5634.58735,1000,17292.279096
5752.934593,1000,17296.810866
5651.257918,1000,17301.356763
5573.247804,1000,17305.872425
2053.733034,422,17307.828506
5550.332397,1000,17312.354202
898.366083,235,17313.414227
5669.732747,1000,17317.935508
5680.431996,1000,17322.446535
5658.060125,1000,17326.9354
5629.994405,1000,17331.458682
5648.456321,1000,17335.948277
5719.78409,1000,17340.485345
5730.615287,1000,17344.978956
5704.769861,1000,17349.48315
5541.557723,1000,17353.990021
5638.860195,1000,17358.559546
5458.502946,1000,17363.06825
5723.583715,1000,17367.574055
5257.064519,1000,17372.110104
5679.446953,1000,17376.7426
5491.705735,1000,17381.303697
5677.773564,1000,17385.83029
5696.004597,1000,17390.38584
5387.209933,1000,17394.942605
5688.591876,1000,17399.512791
5669.275482,1000,17404.049329
5625.975041,1000,17408.576108
5740.058392,1000,17413.182792
5568.45719,1000,17417.785587
5720.87336,1000,17422.37755
5513.176738,1000,17426.957753
5690.3941,1000,17431.558916
5697.849471,1000,17436.090867
5673.580962,1000,17440.642699
5611.486852,1000,17445.191684
5702.447432,1000,17449.741843
5660.465802,1000,17454.270391
5651.524714,1000,17458.774798
5671.520339,1000,17463.295078
5668.617467,1000,17467.823285
5653.604198,1000,17472.354522
5699.126291,1000,17476.850259
5581.549525,1000,17481.382398
5705.901152,1000,17485.906094
5665.803435,1000,17490.431291
5688.978275,1000,17494.954878
5550.670682,1000,17499.446139
5705.570777,1000,17504.015564
5658.606735,1000,17508.529172
5660.82651,1000,17513.083842
624.363225,182,17513.903988
5602.204921,1000,17518.534698
5639.342442,1000,17523.176777
5690.654296,1000,17527.738159
5658.6789,1000,17532.310505
5696.964929,1000,17536.88996
5719.830005,1000,17541.461997
5702.582451,1000,17546.059482
5679.911606,1000,17550.628002
5716.252016,1000,17555.281582
5660.210085,1000,17559.871681
5610.561993,1000,17564.467252
5687.444431,1000,17569.029672
5678.027739,1000,17573.642254
5666.053702,1000,17578.201182
5636.45434,1000,17582.819689
5688.178268,1000,17587.382005
5729.594817,1000,17591.952895
5505.122967,1000,17596.515167
132.752591,116,17597.041748
5585.704979,1000,17601.577124
5714.33799,1000,17606.149553
5696.585738,1000,17610.675402
5639.813589,1000,17615.208653
5688.353275,1000,17619.705632
5694.12758,1000,17624.267492
5709.071368,1000,17628.781407
5736.897847,1000,17633.286097
5679.980719,1000,17637.806518
5678.336393,1000,17642.333619
5657.168498,1000,17646.907073
5661.875761,1000,17651.487482
5248.925794,1000,17656.021134
5696.252141,1000,17660.549686
5691.749123,1000,17665.106574
5735.119308,1000,17669.654205
5665.809442,1000,17674.245993
5641.039875,1000,17678.826674
5629.857528,1000,17683.386415
5710.671059,1000,17687.98381
5697.179588,1000,17692.599629
5734.206163,1000,17697.321691
5740.728163,1000,17702.003714
5726.631692,1000,17706.690916
5714.266982,1000,17711.268153
5715.741573,1000,17715.906733
5720.157627,1000,17720.521937
5736.106145,1000,17725.141674
5684.724698,1000,17729.747196
5714.809085,1000,17734.40604
5618.759476,1000,17739.039694
5642.937732,1000,17743.660365
5748.155228,1000,17748.292371
5600.213153,1000,17752.907523
5688.42498,1000,17757.555383
5765.171582,1000,17762.143585
5732.662144,1000,17766.795237
5735.312784,1000,17771.385739
5742.43809,1000,17775.959771
5675.765812,1000,17780.505858
5722.521154,1000,17785.208991
5760.765101,1000,17790.259892
5705.719728,1000,17795.428274
5683.642538,1000,17800.224211
5701.493794,1000,17804.909968
5668.890272,1000,17809.535866
5763.433007,1000,17814.075409
5733.660837,1000,17818.633863
5755.867871,1000,17823.174548
5713.598222,1000,17827.746883
5703.282058,1000,17832.288557
5713.278249,1000,17836.831562
5694.031588,1000,17841.375513
5714.658815,1000,17845.921642
5726.624103,1000,17850.470446
5692.044558,1000,17855.066467
5707.01019,1000,17859.643524
5709.672837,1000,17864.204538
5780.288586,1000,17868.77144
5771.280351,1000,17873.315345
5752.167075,1000,17877.995763
5690.099592,1000,17882.824789
5703.093847,1000,17887.459955
5691.953866,1000,17892.081619
5741.611297,1000,17896.811035
5691.528506,1000,17901.419005
5768.061791,1000,17905.978743
5733.295343,1000,17910.549364
5733.504704,1000,17915.093802
5663.271836,1000,17919.689493
5685.35359,1000,17924.25205
5648.803447,1000,17928.833046
5714.837029,1000,17933.44638
5720.473641,1000,17938.02009
5717.897574,1000,17942.60016
5786.809001,1000,17947.162472
5694.567794,1000,17951.75652
5759.560627,1000,17956.407995
5699.65452,1000,17960.995242
5705.960623,1000,17965.56018
5513.228046,1000,17970.168356
5747.836358,1000,17974.777123
5710.21383,1000,17979.370066
5752.371512,1000,17983.962711
5779.145841,1000,17988.545151
5781.170504,1000,17993.186497
5759.206722,1000,17997.88389
429.672987,188,17998.792517
5753.215818,1000,18003.583407
5772.924684,1000,18008.361585
140.366756,103,18008.836845
259.642403,153,18009.539915
5782.543545,1000,18014.12134
5764.702101,1000,18018.789732
5671.328554,1000,18023.383288
5752.109684,1000,18027.929816
5754.047581,1000,18032.49138
575.576049,179,18033.32621
5556.579876,1000,18037.924453
5722.974644,1000,18042.564946
5760.777171,1000,18047.109751
5704.351925,1000,18051.742954
5704.260359,1000,18056.29238
5728.904845,1000,18060.847338
5702.394169,1000,18065.481139
5716.774959,1000,18070.08835
547.974017,175,18070.883061
402.988392,142,18071.54788
5721.158041,1000,18076.090964
5673.153554,1000,18080.685849
5729.82998,1000,18085.256174
5728.986439,1000,18089.840301
306.790206,118,18090.374101
5771.374127,1000,18095.00286
5551.814019,1000,18099.537378
5739.170762,1000,18104.09568
5753.553599,1000,18108.647182
5637.194302,1000,18113.271017
5744.58336,1000,18117.819793
5753.586678,1000,18122.38146
5738.197707,1000,18126.916289
5705.249904,1000,18131.571712
5738.188643,1000,18136.190801
5777.126001,1000,18140.753688
5716.370968,1000,18145.319422
5697.570584,1000,18149.927
5700.884115,1000,18154.506738
5679.271763,1000,18159.109042
5718.080541,1000,18163.675436
5704.812218,1000,18168.308527
5709.941624,1000,18172.862825
5513.3395,1000,18177.457977
5718.109683,1000,18182.046151
5693.862098,1000,18186.673467
5730.08399,1000,18191.319988
5593.20495,1000,18195.935489
5717.669399,1000,18200.503745
5705.702504,1000,18205.139181
5791.7018,1000,18209.694882
5735.612128,1000,18214.267799
5735.434729,1000,18218.820395
5764.826817,1000,18223.448455
5759.26928,1000,18228.061674
5677.46966,1000,18232.616291
5707.943071,1000,18237.191194
5694.902191,1000,18241.799262
5686.664235,1000,18246.377126
780.420117,221,18247.405166
713.778794,211,18248.370108
5709.67431,1000,18252.955503
5690.020655,1000,18257.511245
5745.738596,1000,18262.029509
5723.858896,1000,18266.583052
5697.746613,1000,18271.224251
5736.695948,1000,18275.802557
5703.402425,1000,18280.34256
5718.149037,1000,18284.931506
5746.118375,1000,18289.611819
5725.513489,1000,18294.219854
5751.109005,1000,18298.813006
5718.982466,1000,18303.372693
5730.807995,1000,18308.014921
5737.88071,1000,18312.559094
5712.087476,1000,18317.225229
5713.778533,1000,18321.830582
5702.61526,1000,18326.471987
5699.419097,1000,18331.021417
5705.589139,1000,18335.59419
2892.289486,597,18338.384811
5717.895845,1000,18343.005715
5780.431688,1000,18347.674086
5771.147815,1000,18352.350847
5695.236289,1000,18357.008989
4008.838344,746,18360.54381
5644.221047,1000,18365.226651
5672.00199,1000,18369.867433
5709.994927,1000,18374.414319
5704.677312,1000,18379.037563
5692.622049,1000,18383.574501
5686.108443,1000,18388.195635
